VIN_IDENTIFIER,AdditionalErrorText,AirBagLocFront,DisplacementCC,DisplacementCI,DisplacementL,Doors,EngineConfiguration,EngineCylinders,EngineHP,EngineHP_to,EngineManufacturer,EngineModel,Make,Manufacturer,Model,ModelYear,PlantCity,PlantCompanyName,PlantCountry,PlantState,PossibleValues,Series,SuggestedVIN,TransmissionSpeeds,TransmissionStyle,Trim,VIN
JT8CD32Z6W1002741,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z6W1002741
JT8CD32Z0V0039546,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1997,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8CD32Z0V0039546
JT8JZ31C0P0011187,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C0P0011187
JT8JZ31C4S0027451,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8JZ31C4S0027451
JT8JZ31C9P016887,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C9P016887
JT8UZ30C9P0032506,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C9P0032506
JT8UZ30C8S0046485,,1st Row (Driver and Passenger),3969,242.2,3,2,In-Line,6,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8UZ30C8S0046485
JT8UZ30C2P0033545,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C2P0033545
JT8CH32Y7T0050536,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,260,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1996,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8CH32Y7T0050536
JT8JZ31C2N0008126,,Driver Seat Only,2997,182.89,3,2,In-Line,6,217,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C2N0008126
JT8CD32Z8X1005237,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z8X1005237
JY8JZ31C4S0020550,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,,,,,,,,,,,,,JY8JZ31C4S0020550
JT8UZ30CXP0033292,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30CXP0033292
JT8UZ30C3N0015732,,Driver Seat Only,3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C3N0015732
JT8CH32Y6V1000014,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1997,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y6V1000014
JT8CH32Y5W1001530,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y5W1001530
JT8CD32Z7Y1007076,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,2000,SUSONO,Toyota Motor Corporation - Tahara Plant,JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z7Y1007076
JT8UZ30C9S0045846,,1st Row (Driver and Passenger),3969,242.2,3,2,In-Line,6,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8UZ30C9S0045846
JT8CH32Y9W1001238,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y9W1001238
JT8CD32Z8V1000620,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1997,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z8V1000620
JT8JZ31C7P0011347,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C7P0011347
JT8CD32Z7Y1007031,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,2000,SUSONO,Toyota Motor Corporation - Tahara Plant,JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z7Y1007031
JT8CD32Z2X1005623,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z2X1005623
JZZ300014832,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300014832
JZZ300023966,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300023966
JT8UZ30C0P0030112,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C0P0030112
JT8UZ30C2R0035623,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1994,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C2R0035623
JT8CH32Y7W1001433,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y7W1001433
JT8CH32Y1T0049530,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,260,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1996,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8CH32Y1T0049530
JT8CD32ZXX1006406,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32ZXX1006406
JT8CH32YXX1002707,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,300,JT8CH32YXX1002707
JZZ300021961,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300021961
JT8CH32Y0X1002649,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,300,JT8CH32Y0X1002649
JZZ300020962,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300020962
JT8CD32Z3X1004271,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z3X1004271
JT8CD32ZXY1007296,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,2000,SUSONO,Toyota Motor Corporation - Tahara Plant,JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32ZXY1007296
JT8JZ31CXP0011620,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31CXP0011620
6T91MPR10VYJPL007,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,,,,,,,,,,,,,6T91MPR10VYJPL007
JZZ300005463,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300005463
6T91MPV97P1YRH001,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,,,,,,,,,,,,,6T91MPV97P1YRH001
JZZ310036500,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ310036500
JT8JZ31C1S0030081,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8JZ31C1S0030081
JT8CH32Y9X1001998,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1999,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,300,JT8CH32Y9X1001998
JT8CH32Y5T0051202,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,260,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1996,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8CH32Y5T0051202
JT8CD32Z4W1002298,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,JT8CD32Z4W1002298
JT8UZ30CXN0024444,,Driver Seat Only,3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30CXN0024444
JT8UZ30C6P0033922,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C6P0033922
JT8JZ31C7P0013874,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C7P0013874
JT8JZ31C6S0025068,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8JZ31C6S0025068
JT8JZ31C4N0002134,,Driver Seat Only,2997,182.89,3,2,In-Line,6,217,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C4N0002134
JT8UZ30C1R0037587,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1994,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C1R0037587
UZZ310005512,,,,,,,,,,,,,,,,,,,,,,,,,,,UZZ310005512
JT8CH32Y4W1001423,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y4W1001423
JT8JZ31C3N0006398,,Driver Seat Only,2997,182.89,3,2,In-Line,6,217,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C3N0006398
JT8UZ30C1P0031429,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C1P0031429
JT8CD32Z5V0039641,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1997,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8CD32Z5V0039641
JT8UZ30C2S0039709,,1st Row (Driver and Passenger),3969,242.2,3,2,In-Line,6,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8UZ30C2S0039709
JT8JZ31C4P0015355,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C4P0015355
JT8JZ31C0S0029830,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8JZ31C0S0029830
Jt8cd32z7w1001283,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,JZZ31L,,,,300,Jt8cd32z7w1001283
JT8CH32Y5W1001477,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1998,SUSONO,"Higashi Fuji Plant, Kanto Auto Works, LTD.",JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y5W1001477
JT8JZ31C5P0012741,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1993,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,,,300,JT8JZ31C5P0012741
JT8UZ30C0N0010567,,Driver Seat Only,3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C0N0010567
JZZ300019887,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300019887
JT8UZ30C4N0022107,,Driver Seat Only,3969,242.2,4,2,V-Shaped,8,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1992,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,,,4,Automatic,400,JT8UZ30C4N0022107
JT8UZ30C7S0048163,,1st Row (Driver and Passenger),3969,242.2,3,2,In-Line,6,250,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8UZ30C7S0048163
Jzz300020791,,,,,,,,,,,,,,,,,,,,,,,,,,,Jzz300020791
JT8JZ31C6S0028682,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8JZ31C6S0028682
JT8CH32Y1Y1002967,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,2000,SUSONO,Toyota Motor Corporation - Tahara Plant,JAPAN,SHIZUOKA,,UZZ30L,,,,400,JT8CH32Y1Y1002967
JZZ300027991,,,,,,,,,,,,,,,,,,,,,,,,,,,JZZ300027991
JT8JZ31C4S0028325,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1995,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8JZ31C4S0028325
JT8CD32Z9V0040209,,1st Row (Driver and Passenger),2997,182.89,3,2,In-Line,6,225,227,Toyota,2JZ-GE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1997,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,JZZ31L,,,,300,JT8CD32Z9V0040209
JT8CH32Y9V0052971,,1st Row (Driver and Passenger),3969,242.2,4,2,V-Shaped,8,290,300,Toyota,1UZ-FE,LEXUS,TOYOTA MOTOR CORPORATION,SC,1997,TOYOTA CITY,Toyota Motor Corporation - Motomachi Plant,JAPAN,AICHI,,UZZ30L,,,,400,JT8CH32Y9V0052971
